tribo_f1,tribo_f2,tribo_f3,tribo_f4,tribo_f5,tribo_f6,tribo_f7,tribo_f8,tribo_f9,tribo_f10,diff_tribo_f1,diff_tribo_f2,diff_tribo_f3,diff_tribo_f4,diff_tribo_f5,diff_tribo_f6,diff_tribo_f7,diff_tribo_f8,diff_tribo_f9,diff_tribo_f10,tribo_feature1,tribo_feature2,tribo_feature3,tribo_feature4,tribo_feature5,Temps
2090.4904266111826,951.9547934032498,966.8008309950668,572.4125785878846,570.5433000543632,288.40885233069906,377.957631224277,284.2523213154508,168.17228270283957,1011.1604705877181,55.00793308120654,11.798320986457943,252.6260516537431,84.72047366497992,276.51007021148365,287.37948374530885,101.00291807546161,418.80758708630157,207.8072179126466,1606.5423273240267,121.27272727272728,6180,205.07888623291086,6648.766484225317,2777.9637411138583,4.000000238418579
2090.4904266111826,951.9547934032498,966.8008309950668,572.4125785878846,570.5433000543632,288.40885233069906,377.957631224277,284.2523213154508,168.17228270283957,1011.1604705877181,55.00793308120654,11.798320986457943,252.6260516537431,84.72047366497992,276.51007021148365,287.37948374530885,101.00291807546161,418.80758708630157,207.8072179126466,1606.5423273240267,121.27272727272728,6180,205.07888623291086,6648.766484225317,2777.9637411138583,4.100184440612793
2052.6561286101046,955.6674757105549,816.3932853978056,596.0053785718094,380.7987805660632,47.672943970366084,327.2491916379277,494.4119479618574,79.12047337110602,974.586184287955,234.75942462862395,209.66479458709986,325.8543179791947,279.0270065503863,266.42646520850593,107.85529070397266,263.56314813368846,505.7969453389484,54.64180088321882,1441.512784151775,134.8181818181818,5934,197.43504444481738,6823.641034380406,2657.6893652256367,4.2004241943359375
2001.3820506714987,942.1153509276089,608.056545693356,560.4831485196845,126.16554621069375,221.6911736634512,174.42298088338018,523.5894216296019,253.31974254894882,1230.7924341302235,68.86638330534335,20.10594750529185,293.7657990710931,87.35442793157466,333.8435751327059,301.09514136611455,183.28764433478582,337.88872762020185,185.69215628533962,1546.6107809149505,129.79545454545456,5687,200.45451425061069,6866.972380026073,2788.646237803094,4.300469875335693
1940.5406146470834,921.7518014740417,353.1296530061861,486.5390978975622,192.04869307770682,458.723308169874,128.45086684332838,370.41214610270555,354.0375484480917,1266.1205192266423,105.33067373779222,89.60094270338209,370.7886413676023,133.29970219310337,404.435464662888,290.476877604735,259.75575924899357,382.00077994068994,88.71763119102891,1492.1009230480247,121.49242424242424,5404,192.50051149004537,6929.733034809791,2730.0035063562646,4.400707244873047
1856.8962996606995,908.3818657442889,33.83922676987555,397.96234463092935,570.661625327808,675.691269001566,397.3657754236604,21.74343778803383,326.83876754541745,887.9562272794444,80.84094461078801,56.371860110792134,224.8393279906438,25.860217526886583,380.75921414926546,411.55314427246174,280.96332234604745,228.45523782627467,202.247599555986,1377.6615993269852,119.99242424242425,5028,194.65218770478492,6970.9608899098375,2628.810969088953,4.500709056854248
1809.7185241990164,904.9962550505244,249.572859089676,372.7455345204188,725.8014306734565,691.513528414294,479.0988621556539,235.63274966537864,212.5813712354485,852.9498237868713,71.40369155218,35.920883475803954,242.85267936613482,37.646855059885745,359.43381698575547,389.25131795101174,251.96212846262114,228.8183978783051,217.9501191848683,1401.394701225326,113.36363636363637,4800,198.06495911770534,6592.676474852297,2694.710835562052,4.60090184211731
1711.2397162645436,835.6281889610196,501.97049050548026,250.8541462806147,678.8702113765692,435.9488680927892,258.9704310453604,242.42498228455145,191.97378156788812,994.9048171894847,132.2472804259538,123.17176377149619,234.98354941569033,211.22952078172625,326.92399892286085,603.6122062781965,462.0140271089518,167.49303794132197,375.45877703475634,1136.7253571705576,112.45454545454547,4499,208.69708087678674,6213.840899575334,2727.913999127737,4.701335191726685
1556.0254422141325,687.6938906365863,715.6195545779049,183.60207278395413,342.83368947148455,453.76388359467376,324.9215740023078,73.7112307732045,366.9058720412231,747.1762587510666,242.04329946943764,213.05948407396977,331.84146055701484,111.09618355329894,263.46607316644145,412.2680246357747,338.65085096474195,84.55767088744712,474.484960216717,1058.5105553205958,116.3409090909091,4127,169.14262343418977,6584.413347846318,2578.153185726581,4.8017072677612305
1535.5881740231903,663.8824000774488,718.0035012606666,178.82387420689267,322.83302012811606,487.17227987014064,343.84557970275426,71.6666662072991,328.05784618052576,786.3058661376158,208.4773907175221,180.49451854977298,293.438718423047,70.6393956941822,288.05832895954234,413.2850244719628,318.2144671856875,44.08611703139603,442.45058046653503,1085.72837435248,123.58333333333334,4080,176.47105594581657,6528.376657780405,2629.933437525966,4.901870012283325
1443.735716126446,551.1938991296877,688.5627037396378,163.03493433075892,373.377168894561,553.6350469913009,328.2493077419566,109.72777597764569,278.9695842980579,822.4249597287435,196.61602426454363,244.34149932663732,108.11642099243488,202.2923872945587,522.4547758784842,202.4428784509509,154.39636829543417,192.7798733453132,629.2273713804415,911.3200118017274,110.36363636363637,3941,170.7970258984536,6263.6426103217855,2584.9496256410566,5.002251863479614
1063.3365238737426,184.09704273848618,477.21850261624263,493.9467408807013,923.545363736037,376.61075898412753,184.64425823267229,412.33656723037643,715.8276280010031,499.619764164613,105.66910457326341,107.71243891813248,81.40143124055533,204.25382098764456,592.7237433068987,229.8227648421906,90.9054285458121,322.279750662591,764.6985250054119,812.660361475735,123.56363636363638,3340,168.18997620273328,6397.687800656008,2473.343240401698,5.102255344390869
1063.3365238737426,184.09704273848618,477.21850261624263,493.9467408807013,923.545363736037,376.61075898412753,184.64425823267229,412.33656723037643,715.8276280010031,499.619764164613,105.66910457326341,107.71243891813248,81.40143124055533,204.25382098764456,592.7237433068987,229.8227648421906,90.9054285458121,322.279750662591,764.6985250054119,812.660361475735,123.56363636363638,3340,168.18997620273328,6397.687800656008,2473.343240401698,5.2024085521698
1049.368653306729,183.28832400528665,466.7504778177165,501.9564174347873,930.76998272778,357.6539286914225,184.8853962676328,403.0444488788389,701.6568769812498,521.9164126055634,136.83143036794183,14.3210407704279,186.9850339022388,265.5441630118235,667.5511702414574,326.58249353282594,155.1199603399454,453.59138990381933,905.5277264619984,701.978683281054,125.45454545454547,3316,167.29667420007377,6535.914128161866,2594.2674352962604,5.302653551101685
929.4403891639203,207.61996030645312,343.35697287733495,491.12698266858155,873.0666019370661,220.51759741667811,92.28859740424895,239.19900294460382,567.7580516926166,518.3944847845747,197.49544672302878,205.78796515998067,211.21217983315975,71.12301421658138,486.88572774910114,457.9529830214826,183.85887155590478,508.4363181987254,998.8268469165815,542.9920389591146,112.18181818181819,3155,171.26913261144472,6293.696345349143,2625.90151983462,5.402757406234741
767.7517856474088,337.3257898893718,165.43808033846838,424.8353563926044,690.7288733540038,333.80833903972416,145.55090051855498,307.9053140519216,708.2652553112025,306.66285421398925,98.23360175674773,90.66213402962077,96.42882666575798,151.43061247417037,507.9159116581295,356.70485044125127,99.97753156535015,414.73737097197306,935.3269639045038,510.8907771682006,111.67424242424242,2930,157.09844637087122,6404.263252566956,2564.8221638634695,5.5029284954071045
646.3714804017651,457.346183309073,82.1377605794408,347.01139356904923,522.6753873180695,501.0036124606903,245.0701292665565,473.07230769932283,855.7060267551542,300.1015780081688,79.21831104972341,117.66295314530731,1.8298250031730763,183.34459287602138,421.44220562754765,432.63598215996376,219.2300661012492,526.1356201143544,1073.7915252073637,443.40670481563023,110.32575757575758,2766,143.1826626970429,6568.191886657253,2399.119361767179,5.603012561798096
596.9280414412924,495.49436321605947,90.6477023157189,294.4965929984564,491.3092713459555,527.1514043940597,232.01521897267256,470.93215194462346,821.1757839449181,357.91073822912233,146.43673559326092,98.75389604975416,146.0140801875588,195.45002312353395,560.2552843959995,295.04723671242743,114.94909444638364,392.0788287957679,983.3524851607001,362.1399214054446,110.32575757575758,2699,144.54029297852702,6470.112482753466,2281.995655392404,5.703311443328857
469.55164469925995,582.9011570601771,197.478460230474,133.0818280301241,551.18430356437,500.6142931644358,132.35456298508643,344.0675591229793,657.2295121291107,371.20603554699323,140.49995096438596,91.14993056013805,135.33848370951463,194.33936220353866,546.2074075790676,311.48730183990585,128.49093036505388,416.2158433745596,998.4125054451854,386.18148010178675,104.8939393939394,2534,150.8309060123974,6440.470071754809,2340.8606115596394,5.803548812866211
344.88386218156387,654.19173219835,318.5584207777848,67.57259302891215,716.1824043244167,360.11446997284554,30.64552113163234,237.83472412952693,708.3004127421568,215.86239777003516,41.75944194203807,175.31473554822878,121.61674231271815,51.36269255663943,524.0153365598713,345.1440760657099,6.03416623419915,291.4508675157725,899.028781063467,331.00050082977873,100.52272727272728,2362,143.3777612799609,6272.83470294325,2230.819598411225,5.90362811088562
344.88386218156387,654.19173219835,318.5584207777848,67.57259302891215,716.1824043244167,360.11446997284554,30.64552113163234,237.83472412952693,708.3004127421568,215.86239777003516,41.75944194203807,175.31473554822878,121.61674231271815,51.36269255663943,524.0153365598713,345.1440760657099,6.03416623419915,291.4508675157725,899.028781063467,331.00050082977873,100.52272727272728,2362,143.3777612799609,6272.83470294325,2230.819598411225,6.003944635391235
360.5372529033826,655.344871672673,317.1512053854485,50.468325092050165,713.6418508414923,367.64685797073054,45.76661467342774,221.2718009617139,709.8919714246523,198.7681243444052,55.29515098071451,153.90783833632003,96.37655758098686,38.74087429582711,494.7573773492309,386.4273184640382,70.52086954622398,220.3867212833949,881.2124912279538,258.0031765992763,101.58333333333333,2380,142.97655530962624,6319.8358770492505,2207.8799805840677,6.1044721603393555
289.2732690235175,630.1364625736509,294.6919170248228,112.99065881461343,669.5592402549742,409.51577806705666,48.86040558921601,232.74298581997823,630.414300005293,226.51124243231334,181.50934502612404,79.30874872710035,85.55771674799814,161.70610308544374,418.1420790335332,497.9634250672939,205.51432073552422,96.74327047363369,928.3312445480104,131.1805612873406,87.08333333333333,2305,136.18120150764324,6508.84221116745,2078.342992335043,6.20448637008667
126.49513352711747,549.2935540312068,245.41197248083319,282.78737222980885,476.0560790173805,615.0345326545576,249.23409393354052,151.49011629595714,584.8336123173535,132.61618944509564,78.46760606033486,92.32547918827986,22.060034981297107,138.34532617532153,374.945632203986,524.0837677511032,216.39994619342076,102.77926370650293,835.8947329798909,126.25589461873514,87.08333333333333,2091,130.22313868751567,6422.318433477942,1973.50857742329,6.305238485336304
101.36254630470931,505.45541587781514,234.08270891070336,346.27498210348745,387.7304432495445,677.9609285825373,298.3264090610497,79.56159061872656,680.5707603773643,38.207175507213236,4.7636889081742835,148.55648582274603,98.07992505349571,204.18711893638994,305.46208308424406,604.7009320014452,300.4865219359592,89.11827693974648,878.2474279542623,58.23059877325099,88.41666666666667,2001,127.05732935293882,5787.771375933453,1925.703780868692,6.405279874801636
101.83076079346797,500.7894303184552,231.47171016239724,347.838863823003,385.45484753563125,676.7564703890473,295.46938861503367,72.35959329164014,683.0364499102078,35.21806192640011,174.1685839316963,146.11887039594626,117.25748921831328,31.47491325927798,484.64744626758363,476.10608527915883,251.8276330926031,258.800986482039,713.1254405131551,235.71784246867327,72.58333333333334,1989,113.91322305105075,5303.63157279575,1767.1365778971744,6.505554914474487
207.1191240695914,357.19320489698055,156.87313121929128,322.04109916517774,500.99820709610174,515.6707172638588,110.33385460037795,191.38932662726845,526.1526393928967,219.06295946408923,107.74321855090669,100.32240921538039,50.77635167541024,80.82877779225942,441.39247371208603,466.6343774026971,196.5222090383218,229.58112576648105,699.7889652719431,246.18853875561163,72.37820512820514,1807,108.794496943934,5194.825779281683,1718.8539942181797,6.605761528015137
312.8916676042259,259.28298171873365,161.02649961825378,287.651898743195,623.8034485993911,400.7610251337855,103.43753729521006,287.82329415501835,442.54201908956503,260.0132205014586,47.870628596266044,79.60171069293675,72.56185244429496,175.327721207422,476.34964903676627,365.9677285284614,109.26220928788165,335.9053302856046,577.4767923358385,365.11885347747807,68.48076923076923,1681,100.29545597534826,5337.121088724669,1584.671288982283,6.705991744995117
292.42499884155785,281.5608660992243,163.72779576251327,304.09535497965294,606.7150061908301,407.2580228690232,79.09275725422405,292.94960083845314,427.1068140881143,279.47890668219213,58.87450659837015,94.26623872042293,92.73249607869874,196.65772427397243,481.05631137113687,352.54369346877485,94.69946016640861,355.1574620866067,552.8781742324106,390.6666877716224,67.84615384615384,1706,96.66100847261109,5393.5890212166205,1604.0953998932646,6.8062050342559814
280.47355096000877,298.7189393467685,174.96358187473646,321.22185446020023,607.902322316849,396.5624586213313,74.88531584617313,310.8515446445881,411.99911283896034,288.9100769152418,50.41814269684623,124.40915957961134,75.14369758397544,224.18532317946438,398.46472215937365,400.05198186438935,33.12040848566351,415.0337897551793,460.9455094371238,484.0314017082562,63.94871794871794,1726,99.5551287677333,5266.686732595175,1526.256315169103,6.906412124633789
331.2930339558593,221.46037236616485,104.05187037681587,252.73992096933958,549.633776684128,476.3241931409978,46.15498849999373,294.4034207517742,385.11906900559586,358.9679195707242,42.222245165203134,76.48086824878196,45.207381625339764,167.82833633691112,415.3524484303925,426.0421112203356,34.26172118168132,358.17587893776965,492.3082392070135,502.962493893755,65.64102564102564,1642,96.91990837108273,5278.465022512679,1467.2455833961208,7.006419658660889
341.53912102330327,207.75440019124466,87.15733681744082,248.28859910165048,532.5769088875644,485.7280558364484,36.52900382045846,310.695115510276,368.37442433689125,364.925369787271,35.599829059140305,84.96962642823318,49.14758558507695,178.59664480758642,417.7739207085187,416.2477930180652,30.223029605665552,359.3953576636035,497.17620068024263,492.12953435709755,63.0,1629,93.21100167247444,5284.95565948695,1458.2860078631961,7.106517791748047
348.4420729899429,200.20712538812597,74.30581387883731,253.08576436901535,522.7909154093785,482.5860256872285,23.560664919828103,319.80743052685114,366.8134722000569,354.3310905878332,31.804421071192234,89.84989483081281,55.91653464425496,178.81154198105168,426.95109268250286,417.46889535834805,43.725428255831225,347.2950490234782,498.8296915375062,509.93618373687383,62.358974358974365,1613,97.06833359019299,5378.990184317303,1448.96997467672,7.206650972366333
368.44357269085396,194.5542591923715,54.471307889536455,294.06392946729517,525.5086418234331,439.3540028437322,36.811375488969844,297.7073251904197,413.1905612775142,334.8315843069948,91.03163714867217,26.585200727270042,10.754346140134054,180.5616193219961,371.55655317902665,397.7061894170945,52.65300036504419,368.84662640701526,556.1454150563438,441.45617211699914,60.070512820512825,1568,91.67229620529545,5524.261908859824,1375.8599640849916,7.306672096252441
352.69284163571854,185.6507909198033,63.28426615875571,236.9085171678087,482.1352538260113,490.4706483579372,33.544938798520256,356.3456835400728,398.35909939841076,280.84922128762196,113.218387225007,9.32992045390345,32.99112635474989,183.20001345116498,352.1773837331288,399.1620072869637,69.42287066823114,383.20071823601245,567.9491559084361,419.52607726657095,58.15384615384616,1626,89.57876098504374,5567.154550607296,1412.394382091045,7.406881809234619
354.9397684952246,175.79095847641224,87.63799768074665,207.76624112784586,430.39563673298983,498.1999965770508,82.07586552372365,368.23122384002215,447.9431257979188,266.66359514807203,89.23957174297135,22.636733215108414,21.713427837618593,161.74749344213419,344.6868746961007,419.3876733664268,68.5471989974655,400.2574049301876,569.0518784814744,407.1202268567028,61.30769230769231,1677,86.86898376558392,5397.336745566345,1390.1966569531228,7.506924867630005
366.0073059045073,167.87840609060805,106.82625942333931,212.78805670414363,403.4909059486381,477.83302954796,103.4525748833692,343.16859268004833,471.07823381547564,301.98823692549973,100.90616263585862,15.792586328595002,20.29700728185765,171.50619564806797,352.99520561012923,415.2927104287274,62.50215573802246,400.1314296147548,566.7873703135857,404.34658257073164,58.52197802197802,1717,77.57723088061456,5140.720791889182,1352.246861627089,7.607173204421997
